Area code;Area name;"Asian, Asian British or Asian Welsh: Bangladeshi
(number)";"Asian, Asian British or Asian Welsh: Chinese
(number)";"Asian, Asian British or Asian Welsh: Indian
(number)";"Asian, Asian British or Asian Welsh: Pakistani
(number)";"Asian, Asian British or Asian Welsh: Other Asian
(number)";"Black, Black British, Black Welsh, Caribbean or African: African
(number)";"Black, Black British, Black Welsh, Caribbean or African: Caribbean
(number)";"Black, Black British, Black Welsh, Caribbean or African: Other Black
(number)";"Mixed or Multiple ethnic groups: White and Asian
(number)";"Mixed or Multiple ethnic groups: White and Black African
(number)";"Mixed or Multiple ethnic groups: White and Black Caribbean
(number)";"Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups
(number)";"White: English, Welsh, Scottish, Northern Irish or British
(number)";"White: Irish
(number)";"White: Gypsy or Irish Traveller
(number)";"White: Roma
(number)";"White: Other White
(number)";"Other ethnic group: Arab
(number)";"Other ethnic group: Any other ethnic group
(number)";Asian, Asian British or Asian Welsh: Bangladesh;Asian, Asian British or Asian Welsh: Chinese;Asian, Asian British or Asian Welsh: Indian;Asian, Asian British or Asian Welsh: Pakistani;Asian, Asian British or Asian Welsh: Other Asian;Black, Black British, Black Welsh, Caribbean or African: African;Black, Black British, Black Welsh, Caribbean or African: Caribbean;Black, Black British, Black Welsh, Caribbean or African: Other Black;Mixed or Multiple ethnic groups: White and Asian;Mixed or Multiple ethnic groups: White and Black African ;Mixed or Multiple ethnic groups: White and Black Caribbean;Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups;"White: English, Welsh, Scottish, Northern Irish or British
(percent)";"White: Irish
(percent)";"White: Gypsy or Irish Traveller
(percent)";"White: Roma
(percent)";"White: Other White
(percent)";Other ethnic group: Arab;Other ethnic group: Any other ethnic group
E07000075;Rochford; 77 ; 266 ; 439 ; 97 ; 306 ; 402 ; 140 ; 91 ; 493 ; 198 ; 431 ; 310 ; 80.339 ; 462 ; 104 ; 31 ; 1.180 ; 36 ; 260 ; 0,1 ; 0,3 ; 0,5 ; 0,1 ; 0,4 ; 0,5 ; 0,2 ; 0,1 ; 0,6 ; 0,2 ; 0,5 ; 0,4 ; 93,8 ; 0,5 ; 0,1 ; -   ; 1,4 ; -   ; 0,3 
E07000076;Tendring; 131 ; 505 ; 462 ; 88 ; 608 ; 454 ; 323 ; 133 ; 605 ; 361 ; 884 ; 543 ; 138.604 ; 1.142 ; 110 ; 36 ; 2.764 ; 75 ; 465 ; 0,1 ; 0,3 ; 0,3 ; 0,1 ; 0,4 ; 0,3 ; 0,2 ; 0,1 ; 0,4 ; 0,2 ; 0,6 ; 0,4 ; 93,5 ; 0,8 ; 0,1 ; -   ; 1,9 ; 0,1 ; 0,3 
E07000077;Uttlesford; 170 ; 273 ; 572 ; 128 ; 579 ; 377 ; 207 ; 125 ; 731 ; 262 ; 498 ; 525 ; 81.245 ; 844 ; 105 ; 83 ; 4.019 ; 79 ; 522 ; 0,2 ; 0,3 ; 0,6 ; 0,1 ; 0,6 ; 0,4 ; 0,2 ; 0,1 ; 0,8 ; 0,3 ; 0,5 ; 0,6 ; 88,9 ; 0,9 ; 0,1 ; 0,1 ; 4,4 ; 0,1 ; 0,6 
E07000078;Cheltenham; 480 ; 864 ; 2.005 ; 292 ; 1.281 ; 813 ; 217 ; 151 ; 1.139 ; 390 ; 641 ; 779 ; 98.932 ; 1.031 ; 80 ; 158 ; 8.358 ; 322 ; 903 ; 0,4 ; 0,7 ; 1,7 ; 0,2 ; 1,1 ; 0,7 ; 0,2 ; 0,1 ; 1,0 ; 0,3 ; 0,5 ; 0,7 ; 83,3 ; 0,9 ; 0,1 ; 0,1 ; 7,0 ; 0,3 ; 0,8 
E07000079;Cotswold; 56 ; 235 ; 387 ; 52 ; 465 ; 261 ; 78 ; 63 ; 493 ; 171 ; 288 ; 441 ; 83.545 ; 635 ; 71 ; 57 ; 3.202 ; 33 ; 297 ; 0,1 ; 0,3 ; 0,4 ; 0,1 ; 0,5 ; 0,3 ; 0,1 ; 0,1 ; 0,5 ; 0,2 ; 0,3 ; 0,5 ; 92,0 ; 0,7 ; 0,1 ; 0,1 ; 3,5 ; -   ; 0,3 
E07000080;Forest of Dean; 16 ; 151 ; 139 ; 35 ; 284 ; 117 ; 82 ; 43 ; 303 ; 135 ; 257 ; 230 ; 82.401 ; 314 ; 103 ; 63 ; 1.988 ; 27 ; 316 ; -   ; 0,2 ; 0,2 ; -   ; 0,3 ; 0,1 ; 0,1 ; -   ; 0,3 ; 0,2 ; 0,3 ; 0,3 ; 94,7 ; 0,4 ; 0,1 ; 0,1 ; 2,3 ; -   ; 0,4 
E07000081;Gloucester; 802 ; 497 ; 4.481 ; 1.160 ; 1.603 ; 2.149 ; 1.912 ; 765 ; 869 ; 569 ; 2.694 ; 882 ; 103.317 ; 800 ; 224 ; 296 ; 7.824 ; 332 ; 1.238 ; 0,6 ; 0,4 ; 3,4 ; 0,9 ; 1,2 ; 1,6 ; 1,4 ; 0,6 ; 0,7 ; 0,4 ; 2,0 ; 0,7 ; 78,0 ; 0,6 ; 0,2 ; 0,2 ; 5,9 ; 0,3 ; 0,9 
E07000082;Stroud; 99 ; 236 ; 440 ; 65 ; 416 ; 257 ; 186 ; 85 ; 786 ; 259 ; 579 ; 547 ; 111.896 ; 711 ; 126 ; 59 ; 3.909 ; 77 ; 371 ; 0,1 ; 0,2 ; 0,4 ; 0,1 ; 0,3 ; 0,2 ; 0,2 ; 0,1 ; 0,6 ; 0,2 ; 0,5 ; 0,5 ; 92,4 ; 0,6 ; 0,1 ; -   ; 3,2 ; 0,1 ; 0,3 
E07000083;Tewkesbury; 111 ; 229 ; 798 ; 112 ; 674 ; 341 ; 151 ; 103 ; 531 ; 192 ; 591 ; 385 ; 85.720 ; 537 ; 360 ; 81 ; 3.508 ; 73 ; 385 ; 0,1 ; 0,2 ; 0,8 ; 0,1 ; 0,7 ; 0,4 ; 0,2 ; 0,1 ; 0,6 ; 0,2 ; 0,6 ; 0,4 ; 90,3 ; 0,6 ; 0,4 ; 0,1 ; 3,7 ; 0,1 ; 0,4 
E07000084;Basingstoke and Deane; 480 ; 1.057 ; 4.745 ; 709 ; 3.976 ; 2.514 ; 680 ; 417 ; 1.454 ; 711 ; 1.461 ; 1.091 ; 151.572 ; 1.330 ; 223 ; 237 ; 10.478 ; 344 ; 1.675 ; 0,3 ; 0,6 ; 2,6 ; 0,4 ; 2,1 ; 1,4 ; 0,4 ; 0,2 ; 0,8 ; 0,4 ; 0,8 ; 0,6 ; 81,9 ; 0,7 ; 0,1 ; 0,1 ; 5,7 ; 0,2 ; 0,9 
E07000085;East Hampshire; 199 ; 365 ; 612 ; 223 ; 971 ; 446 ; 134 ; 78 ; 868 ; 258 ; 363 ; 590 ; 113.814 ; 749 ; 278 ; 83 ; 5.069 ; 96 ; 546 ; 0,2 ; 0,3 ; 0,5 ; 0,2 ; 0,8 ; 0,4 ; 0,1 ; 0,1 ; 0,7 ; 0,2 ; 0,3 ; 0,5 ; 90,5 ; 0,6 ; 0,2 ; 0,1 ; 4,0 ; 0,1 ; 0,4 
E07000086;Eastleigh; 372 ; 865 ; 2.634 ; 367 ; 1.018 ; 949 ; 179 ; 172 ; 1.076 ; 469 ; 575 ; 697 ; 120.242 ; 633 ; 198 ; 97 ; 4.913 ; 199 ; 789 ; 0,3 ; 0,6 ; 1,9 ; 0,3 ; 0,7 ; 0,7 ; 0,1 ; 0,1 ; 0,8 ; 0,3 ; 0,4 ; 0,5 ; 88,1 ; 0,5 ; 0,1 ; 0,1 ; 3,6 ; 0,1 ; 0,6 
E07000087;Fareham; 143 ; 562 ; 834 ; 121 ; 454 ; 403 ; 181 ; 86 ; 704 ; 231 ; 343 ; 449 ; 106.212 ; 484 ; 109 ; 58 ; 2.636 ; 107 ; 395 ; 0,1 ; 0,5 ; 0,7 ; 0,1 ; 0,4 ; 0,4 ; 0,2 ; 0,1 ; 0,6 ; 0,2 ; 0,3 ; 0,4 ; 92,8 ; 0,4 ; 0,1 ; 0,1 ; 2,3 ; 0,1 ; 0,3 
E07000088;Gosport; 92 ; 312 ; 337 ; 23 ; 405 ; 439 ; 405 ; 140 ; 342 ; 190 ; 319 ; 359 ; 75.763 ; 310 ; 42 ; 29 ; 1.992 ; 49 ; 401 ; 0,1 ; 0,4 ; 0,4 ; -   ; 0,5 ; 0,5 ; 0,5 ; 0,2 ; 0,4 ; 0,2 ; 0,4 ; 0,4 ; 92,5 ; 0,4 ; 0,1 ; -   ; 2,4 ; 0,1 ; 0,5 
E07000089;Hart; 161 ; 519 ; 1.318 ; 217 ; 1.380 ; 514 ; 225 ; 104 ; 919 ; 299 ; 408 ; 605 ; 86.414 ; 769 ; 246 ; 78 ; 4.445 ; 120 ; 663 ; 0,2 ; 0,5 ; 1,3 ; 0,2 ; 1,4 ; 0,5 ; 0,2 ; 0,1 ; 0,9 ; 0,3 ; 0,4 ; 0,6 ; 86,9 ; 0,8 ; 0,2 ; 0,1 ; 4,5 ; 0,1 ; 0,7 
E07000090;Havant; 178 ; 424 ; 905 ; 73 ; 527 ; 463 ; 155 ; 132 ; 557 ; 372 ; 352 ; 438 ; 115.732 ; 485 ; 69 ; 49 ; 2.792 ; 108 ; 399 ; 0,1 ; 0,3 ; 0,7 ; 0,1 ; 0,4 ; 0,4 ; 0,1 ; 0,1 ; 0,4 ; 0,3 ; 0,3 ; 0,4 ; 93,2 ; 0,4 ; 0,1 ; -   ; 2,2 ; 0,1 ; 0,3 
E07000091;New Forest; 176 ; 435 ; 577 ; 72 ; 843 ; 399 ; 162 ; 142 ; 801 ; 327 ; 478 ; 609 ; 163.847 ; 833 ; 480 ; 115 ; 4.843 ; 87 ; 556 ; 0,1 ; 0,2 ; 0,3 ; -   ; 0,5 ; 0,2 ; 0,1 ; 0,1 ; 0,5 ; 0,2 ; 0,3 ; 0,3 ; 93,2 ; 0,5 ; 0,3 ; 0,1 ; 2,8 ; -   ; 0,3 
E07000092;Rushmoor; 297 ; 507 ; 2.105 ; 1.223 ; 10.526 ; 1.448 ; 652 ; 431 ; 829 ; 412 ; 707 ; 630 ; 70.917 ; 658 ; 190 ; 108 ; 5.346 ; 180 ; 2.593 ; 0,3 ; 0,5 ; 2,1 ; 1,2 ; 10,6 ; 1,5 ; 0,7 ; 0,4 ; 0,8 ; 0,4 ; 0,7 ; 0,6 ; 71,1 ; 0,7 ; 0,2 ; 0,1 ; 5,4 ; 0,2 ; 2,6 
E07000093;Test Valley; 248 ; 676 ; 1.666 ; 337 ; 1.357 ; 974 ; 241 ; 243 ; 835 ; 378 ; 454 ; 645 ; 114.873 ; 607 ; 170 ; 89 ; 5.718 ; 188 ; 792 ; 0,2 ; 0,5 ; 1,3 ; 0,3 ; 1,0 ; 0,7 ; 0,2 ; 0,2 ; 0,6 ; 0,3 ; 0,3 ; 0,5 ; 88,0 ; 0,5 ; 0,1 ; 0,1 ; 4,4 ; 0,1 ; 0,6 
E07000094;Winchester; 271 ; 793 ; 1.102 ; 206 ; 1.545 ; 499 ; 199 ; 94 ; 1.111 ; 316 ; 409 ; 754 ; 112.304 ; 902 ; 374 ; 87 ; 5.638 ; 186 ; 654 ; 0,2 ; 0,6 ; 0,9 ; 0,2 ; 1,2 ; 0,4 ; 0,2 ; 0,1 ; 0,9 ; 0,2 ; 0,3 ; 0,6 ; 88,1 ; 0,7 ; 0,3 ; 0,1 ; 4,4 ; 0,1 ; 0,5 
E07000095;Broxbourne; 316 ; 420 ; 1.391 ; 322 ; 1.208 ; 3.802 ; 1.966 ; 820 ; 749 ; 451 ; 1.309 ; 1.421 ; 67.891 ; 1.310 ; 155 ; 183 ; 10.762 ; 204 ; 4.327 ; 0,3 ; 0,4 ; 1,4 ; 0,3 ; 1,2 ; 3,8 ; 2,0 ; 0,8 ; 0,8 ; 0,5 ; 1,3 ; 1,4 ; 68,6 ; 1,3 ; 0,2 ; 0,2 ; 10,9 ; 0,2 ; 4,4 
E07000096;Dacorum; 461 ; 757 ; 3.397 ; 2.588 ; 1.745 ; 2.822 ; 1.023 ; 566 ; 1.687 ; 697 ; 1.536 ; 1.346 ; 122.107 ; 2.102 ; 194 ; 202 ; 9.997 ; 396 ; 1.458 ; 0,3 ; 0,5 ; 2,2 ; 1,7 ; 1,1 ; 1,8 ; 0,7 ; 0,4 ; 1,1 ; 0,4 ; 1,0 ; 0,9 ; 78,7 ; 1,4 ; 0,1 ; 0,1 ; 6,4 ; 0,3 ; 0,9 
E07000098;Hertsmere; 381 ; 1.059 ; 6.660 ; 787 ; 2.433 ; 3.713 ; 890 ; 578 ; 1.240 ; 508 ; 948 ; 1.342 ; 68.032 ; 2.155 ; 167 ; 282 ; 12.509 ; 363 ; 3.780 ; 0,4 ; 1,0 ; 6,2 ; 0,7 ; 2,3 ; 3,4 ; 0,8 ; 0,5 ; 1,1 ; 0,5 ; 0,9 ; 1,2 ; 63,1 ; 2,0 ; 0,2 ; 0,3 ; 11,6 ; 0,3 ; 3,5 
E07000099;North Hertfordshire; 581 ; 709 ; 3.811 ; 536 ; 1.319 ; 1.458 ; 1.331 ; 446 ; 1.455 ; 509 ; 1.820 ; 1.129 ; 108.298 ; 1.684 ; 39 ; 81 ; 6.518 ; 291 ; 1.195 ; 0,4 ; 0,5 ; 2,9 ; 0,4 ; 1,0 ; 1,1 ; 1,0 ; 0,3 ; 1,1 ; 0,4 ; 1,4 ; 0,8 ; 81,3 ; 1,3 ; -   ; 0,1 ; 4,9 ; 0,2 ; 0,9 
E07000102;Three Rivers; 227 ; 712 ; 10.166 ; 1.176 ; 1.984 ; 1.235 ; 746 ; 252 ; 1.346 ; 343 ; 768 ; 933 ; 63.706 ; 1.977 ; 86 ; 90 ; 6.457 ; 296 ; 1.272 ; 0,2 ; 0,8 ; 10,8 ; 1,3 ; 2,1 ; 1,3 ; 0,8 ; 0,3 ; 1,4 ; 0,4 ; 0,8 ; 1,0 ; 67,9 ; 2,1 ; 0,1 ; 0,1 ; 6,9 ; 0,3 ; 1,4 
E07000103;Watford; 493 ; 1.024 ; 9.954 ; 8.197 ; 5.369 ; 3.954 ; 1.733 ; 801 ; 1.408 ; 692 ; 1.300 ; 1.444 ; 46.820 ; 2.149 ; 80 ; 343 ; 12.836 ; 763 ; 2.885 ; 0,5 ; 1,0 ; 9,7 ; 8,0 ; 5,3 ; 3,9 ; 1,7 ; 0,8 ; 1,4 ; 0,7 ; 1,3 ; 1,4 ; 45,8 ; 2,1 ; 0,1 ; 0,3 ; 12,6 ; 0,7 ; 2,8 
E07000105;Ashford; 336 ; 578 ; 1.720 ; 404 ; 4.630 ; 2.504 ; 572 ; 348 ; 898 ; 438 ; 775 ; 766 ; 109.673 ; 776 ; 686 ; 79 ; 5.682 ; 298 ; 1.584 ; 0,3 ; 0,4 ; 1,3 ; 0,3 ; 3,5 ; 1,9 ; 0,4 ; 0,3 ; 0,7 ; 0,3 ; 0,6 ; 0,6 ; 82,6 ; 0,6 ; 0,5 ; 0,1 ; 4,3 ; 0,2 ; 1,2 
E07000106;Canterbury; 431 ; 1.357 ; 1.994 ; 541 ; 2.054 ; 2.928 ; 647 ; 331 ; 1.408 ; 661 ; 983 ; 1.264 ; 129.887 ; 1.311 ; 391 ; 190 ; 8.694 ; 675 ; 1.682 ; 0,3 ; 0,9 ; 1,3 ; 0,3 ; 1,3 ; 1,9 ; 0,4 ; 0,2 ; 0,9 ; 0,4 ; 0,6 ; 0,8 ; 82,5 ; 0,8 ; 0,2 ; 0,1 ; 5,5 ; 0,4 ; 1,1 
E07000107;Dartford; 1.052 ; 1.165 ; 5.123 ; 760 ; 3.413 ; 9.812 ; 1.141 ; 1.329 ; 980 ; 723 ; 1.004 ; 931 ; 78.557 ; 812 ; 309 ; 158 ; 7.100 ; 254 ; 2.131 ; 0,9 ; 1,0 ; 4,4 ; 0,7 ; 2,9 ; 8,4 ; 1,0 ; 1,1 ; 0,8 ; 0,6 ; 0,9 ; 0,8 ; 67,3 ; 0,7 ; 0,3 ; 0,1 ; 6,1 ; 0,2 ; 1,8 
E07000108;Dover; 162 ; 303 ; 550 ; 41 ; 1.346 ; 546 ; 176 ; 115 ; 546 ; 297 ; 411 ; 500 ; 105.111 ; 648 ; 247 ; 243 ; 4.170 ; 136 ; 863 ; 0,1 ; 0,3 ; 0,5 ; -   ; 1,2 ; 0,5 ; 0,2 ; 0,1 ; 0,5 ; 0,3 ; 0,4 ; 0,4 ; 90,3 ; 0,6 ; 0,2 ; 0,2 ; 3,6 ; 0,1 ; 0,7 
E07000109;Gravesham; 690 ; 352 ; 8.136 ; 843 ; 1.978 ; 5.235 ; 847 ; 870 ; 791 ; 535 ; 787 ; 715 ; 73.030 ; 699 ; 320 ; 351 ; 7.493 ; 127 ; 3.103 ; 0,6 ; 0,3 ; 7,6 ; 0,8 ; 1,9 ; 4,9 ; 0,8 ; 0,8 ; 0,7 ; 0,5 ; 0,7 ; 0,7 ; 68,3 ; 0,7 ; 0,3 ; 0,3 ; 7,0 ; 0,1 ; 2,9 
E07000110;Maidstone; 649 ; 655 ; 2.145 ; 568 ; 4.196 ; 2.567 ; 643 ; 396 ; 1.316 ; 611 ; 978 ; 1.108 ; 144.114 ; 994 ; 1.009 ; 273 ; 11.474 ; 249 ; 1.836 ; 0,4 ; 0,4 ; 1,2 ; 0,3 ; 2,4 ; 1,5 ; 0,4 ; 0,2 ; 0,7 ; 0,3 ; 0,6 ; 0,6 ; 82,0 ; 0,6 ; 0,6 ; 0,2 ; 6,5 ; 0,1 ; 1,0 
E07000111;Sevenoaks; 236 ; 765 ; 1.326 ; 252 ; 905 ; 1.332 ; 370 ; 230 ; 1.347 ; 337 ; 655 ; 842 ; 103.116 ; 1.085 ; 460 ; 72 ; 6.272 ; 158 ; 755 ; 0,2 ; 0,6 ; 1,1 ; 0,2 ; 0,8 ; 1,1 ; 0,3 ; 0,2 ; 1,1 ; 0,3 ; 0,5 ; 0,7 ; 85,6 ; 0,9 ; 0,4 ; 0,1 ; 5,2 ; 0,1 ; 0,6 
E07000112;Folkestone and Hythe; 196 ; 358 ; 490 ; 214 ; 3.013 ; 385 ; 203 ; 94 ; 676 ; 303 ; 554 ; 575 ; 96.590 ; 765 ; 146 ; 137 ; 3.976 ; 119 ; 965 ; 0,2 ; 0,3 ; 0,4 ; 0,2 ; 2,7 ; 0,4 ; 0,2 ; 0,1 ; 0,6 ; 0,3 ; 0,5 ; 0,5 ; 88,0 ; 0,7 ; 0,1 ; 0,1 ; 3,6 ; 0,1 ; 0,9 
E07000113;Swale; 406 ; 328 ; 776 ; 146 ; 656 ; 2.541 ; 452 ; 494 ; 757 ; 415 ; 814 ; 755 ; 134.385 ; 855 ; 925 ; 177 ; 5.999 ; 127 ; 669 ; 0,3 ; 0,2 ; 0,5 ; 0,1 ; 0,4 ; 1,7 ; 0,3 ; 0,3 ; 0,5 ; 0,3 ; 0,5 ; 0,5 ; 88,6 ; 0,6 ; 0,6 ; 0,1 ; 4,0 ; 0,1 ; 0,4 
E07000114;Thanet; 254 ; 448 ; 941 ; 272 ; 1.344 ; 859 ; 453 ; 169 ; 894 ; 591 ; 1.042 ; 893 ; 122.796 ; 1.145 ; 185 ; 380 ; 6.213 ; 247 ; 1.461 ; 0,2 ; 0,3 ; 0,7 ; 0,2 ; 1,0 ; 0,6 ; 0,3 ; 0,1 ; 0,6 ; 0,4 ; 0,7 ; 0,6 ; 87,3 ; 0,8 ; 0,1 ; 0,3 ; 4,4 ; 0,2 ; 1,0 
E07000115;Tonbridge and Malling; 376 ; 665 ; 1.547 ; 289 ; 999 ; 873 ; 278 ; 163 ; 1.041 ; 416 ; 670 ; 816 ; 116.787 ; 849 ; 462 ; 75 ; 5.114 ; 169 ; 612 ; 0,3 ; 0,5 ; 1,2 ; 0,2 ; 0,8 ; 0,7 ; 0,2 ; 0,1 ; 0,8 ; 0,3 ; 0,5 ; 0,6 ; 88,3 ; 0,6 ; 0,3 ; 0,1 ; 3,9 ; 0,1 ; 0,5 
E07000116;Tunbridge Wells; 548 ; 681 ; 1.692 ; 367 ; 1.278 ; 828 ; 174 ; 129 ; 1.285 ; 368 ; 478 ; 818 ; 97.049 ; 913 ; 333 ; 119 ; 7.148 ; 247 ; 859 ; 0,5 ; 0,6 ; 1,5 ; 0,3 ; 1,1 ; 0,7 ; 0,2 ; 0,1 ; 1,1 ; 0,3 ; 0,4 ; 0,7 ; 84,2 ; 0,8 ; 0,3 ; 0,1 ; 6,2 ; 0,2 ; 0,7 
E07000117;Burnley; 2.737 ; 164 ; 378 ; 10.102 ; 549 ; 180 ; 95 ; 51 ; 826 ; 165 ; 191 ; 323 ; 73.752 ; 457 ; 83 ; 106 ; 3.714 ; 157 ; 621 ; 2,9 ; 0,2 ; 0,4 ; 10,7 ; 0,6 ; 0,2 ; 0,1 ; 0,1 ; 0,9 ; 0,2 ; 0,2 ; 0,3 ; 77,9 ; 0,5 ; 0,1 ; 0,1 ; 3,9 ; 0,2 ; 0,7 
E07000118;Chorley; 119 ; 307 ; 747 ; 767 ; 264 ; 308 ; 247 ; 98 ; 520 ; 236 ; 649 ; 368 ; 109.449 ; 630 ; 57 ; 58 ; 2.394 ; 236 ; 279 ; 0,1 ; 0,3 ; 0,6 ; 0,7 ; 0,2 ; 0,3 ; 0,2 ; 0,1 ; 0,4 ; 0,2 ; 0,6 ; 0,3 ; 93,0 ; 0,5 ; -   ; -   ; 2,0 ; 0,2 ; 0,2 
E07000119;Fylde; 75 ; 242 ; 383 ; 174 ; 299 ; 189 ; 66 ; 76 ; 396 ; 173 ; 299 ; 290 ; 75.793 ; 548 ; 49 ; 55 ; 1.887 ; 97 ; 284 ; 0,1 ; 0,3 ; 0,5 ; 0,2 ; 0,4 ; 0,2 ; 0,1 ; 0,1 ; 0,5 ; 0,2 ; 0,4 ; 0,4 ; 93,1 ; 0,7 ; 0,1 ; 0,1 ; 2,3 ; 0,1 ; 0,3 
E07000120;Hyndburn; 455 ; 137 ; 363 ; 10.825 ; 621 ; 160 ; 40 ; 24 ; 573 ; 119 ; 188 ; 211 ; 65.471 ; 365 ; 86 ; 44 ; 2.018 ; 167 ; 370 ; 0,6 ; 0,2 ; 0,4 ; 13,2 ; 0,8 ; 0,2 ; -   ; -   ; 0,7 ; 0,1 ; 0,2 ; 0,3 ; 79,6 ; 0,4 ; 0,1 ; 0,1 ; 2,5 ; 0,2 ; 0,4 
E07000121;Lancaster; 355 ; 1.597 ; 1.629 ; 613 ; 961 ; 1.019 ; 125 ; 71 ; 823 ; 341 ; 424 ; 616 ; 125.552 ; 802 ; 309 ; 90 ; 6.310 ; 477 ; 825 ; 0,2 ; 1,1 ; 1,1 ; 0,4 ; 0,7 ; 0,7 ; 0,1 ; -   ; 0,6 ; 0,2 ; 0,3 ; 0,4 ; 87,8 ; 0,6 ; 0,2 ; 0,1 ; 4,4 ; 0,3 ; 0,6 
E07000122;Pendle; 302 ; 161 ; 242 ; 24.502 ; 366 ; 174 ; 51 ; 19 ; 885 ; 95 ; 231 ; 277 ; 63.320 ; 342 ; 97 ; 126 ; 3.692 ; 235 ; 641 ; 0,3 ; 0,2 ; 0,3 ; 25,6 ; 0,4 ; 0,2 ; 0,1 ; -   ; 0,9 ; 0,1 ; 0,2 ; 0,3 ; 66,1 ; 0,4 ; 0,1 ; 0,1 ; 3,9 ; 0,2 ; 0,7 
E07000123;Preston; 758 ; 707 ; 19.047 ; 7.554 ; 1.749 ; 2.355 ; 827 ; 307 ; 1.321 ; 506 ; 1.759 ; 781 ; 97.715 ; 923 ; 114 ; 248 ; 8.321 ; 1.157 ; 1.685 ; 0,5 ; 0,5 ; 12,9 ; 5,1 ; 1,2 ; 1,6 ; 0,6 ; 0,2 ; 0,9 ; 0,3 ; 1,2 ; 0,5 ; 66,1 ; 0,6 ; 0,1 ; 0,2 ; 5,6 ; 0,8 ; 1,1 
E07000124;Ribble Valley; 24 ; 139 ; 385 ; 581 ; 136 ; 76 ; 35 ; 14 ; 323 ; 123 ; 125 ; 165 ; 57.916 ; 340 ; 7 ; 15 ; 978 ; 51 ; 132 ; -   ; 0,2 ; 0,6 ; 0,9 ; 0,2 ; 0,1 ; 0,1 ; -   ; 0,5 ; 0,2 ; 0,2 ; 0,3 ; 94,1 ; 0,6 ; -   ; -   ; 1,6 ; 0,1 ; 0,2 
E07000125;Rossendale; 1.587 ; 209 ; 226 ; 1.632 ; 222 ; 89 ; 58 ; 25 ; 425 ; 153 ; 265 ; 200 ; 64.073 ; 509 ; 28 ; 14 ; 886 ; 77 ; 190 ; 2,2 ; 0,3 ; 0,3 ; 2,3 ; 0,3 ; 0,1 ; 0,1 ; -   ; 0,6 ; 0,2 ; 0,4 ; 0,3 ; 90,4 ; 0,7 ; -   ; -   ; 1,3 ; 0,1 ; 0,3 
E07000126;South Ribble; 59 ; 327 ; 1.165 ; 422 ; 334 ; 266 ; 209 ; 64 ; 632 ; 237 ; 750 ; 289 ; 103.089 ; 617 ; 25 ; 56 ; 2.132 ; 96 ; 266 ; 0,1 ; 0,3 ; 1,0 ; 0,4 ; 0,3 ; 0,2 ; 0,2 ; 0,1 ; 0,6 ; 0,2 ; 0,7 ; 0,3 ; 92,8 ; 0,6 ; -   ; 0,1 ; 1,9 ; 0,1 ; 0,2 
E07000127;West Lancashire; 36 ; 264 ; 447 ; 119 ; 366 ; 245 ; 100 ; 43 ; 509 ; 312 ; 342 ; 384 ; 108.998 ; 657 ; 29 ; 71 ; 4.040 ; 148 ; 319 ; -   ; 0,2 ; 0,4 ; 0,1 ; 0,3 ; 0,2 ; 0,1 ; -   ; 0,4 ; 0,3 ; 0,3 ; 0,3 ; 92,8 ; 0,6 ; -   ; 0,1 ; 3,4 ; 0,1 ; 0,3 
E07000128;Wyre; 45 ; 330 ; 221 ; 103 ; 410 ; 167 ; 69 ; 37 ; 367 ; 202 ; 302 ; 264 ; 107.171 ; 487 ; 71 ; 31 ; 1.379 ; 105 ; 185 ; -   ; 0,3 ; 0,2 ; 0,1 ; 0,4 ; 0,1 ; 0,1 ; -   ; 0,3 ; 0,2 ; 0,3 ; 0,2 ; 95,7 ; 0,4 ; 0,1 ; -   ; 1,2 ; 0,1 ; 0,2 
E07000129;Blaby; 59 ; 518 ; 6.870 ; 418 ; 632 ; 980 ; 440 ; 174 ; 857 ; 267 ; 1.051 ; 590 ; 84.746 ; 561 ; 90 ; 55 ; 3.301 ; 177 ; 1.138 ; 0,1 ; 0,5 ; 6,7 ; 0,4 ; 0,6 ; 1,0 ; 0,4 ; 0,2 ; 0,8 ; 0,3 ; 1,0 ; 0,6 ; 82,3 ; 0,5 ; 0,1 ; 0,1 ; 3,2 ; 0,2 ; 1,1 
E07000130;Charnwood; 2.677 ; 1.760 ; 15.735 ; 654 ; 2.027 ; 2.081 ; 518 ; 241 ; 1.721 ; 529 ; 1.355 ; 1.055 ; 143.345 ; 1.038 ; 70 ; 165 ; 6.841 ; 609 ; 1.549 ; 1,5 ; 1,0 ; 8,6 ; 0,4 ; 1,1 ; 1,1 ; 0,3 ; 0,1 ; 0,9 ; 0,3 ; 0,7 ; 0,6 ; 77,9 ; 0,6 ; -   ; 0,1 ; 3,7 ; 0,3 ; 0,8 
E07000131;Harborough; 68 ; 233 ; 4.250 ; 279 ; 468 ; 411 ; 201 ; 87 ; 762 ; 182 ; 602 ; 457 ; 85.474 ; 554 ; 193 ; 22 ; 2.608 ; 81 ; 691 ; 0,1 ; 0,2 ; 4,4 ; 0,3 ; 0,5 ; 0,4 ; 0,2 ; 0,1 ; 0,8 ; 0,2 ; 0,6 ; 0,5 ; 87,6 ; 0,6 ; 0,2 ; -   ; 2,7 ; 0,1 ; 0,7 
